9.400000 0.002537 -0.015418 0.012392
9.500000 0.000996 -0.014179 0.012881
9.600000 -0.000422 -0.012891 0.013183
9.700001 -0.001711 -0.011572 0.013313
9.800001 -0.002869 -0.010241 0.013284
9.900002 -0.003893 -0.008913 0.013110
10.000002 -0.004784 -0.007602 0.012805
10.100002 -0.005544 -0.006321 0.012386
10.200003 -0.006176 -0.005083 0.011865
10.300003 -0.006685 -0.003896 0.011259
10.400003 -0.007074 -0.002770 0.010581
10.500004 -0.007351 -0.001712 0.009844
10.600004 -0.007522 -0.000728 0.009063
10.700005 -0.007595 0.000179 0.008250
10.800005 -0.007577 0.001004 0.007417
10.900005 -0.007477 0.001745 0.006574
11.000006 -0.007302 0.002403 0.005732
11.100006 -0.007062 0.002976 0.004900
11.200006 -0.006765 0.003466 0.004086
11.300007 -0.006418 0.003874 0.003299
11.400007 -0.006031 0.004204 0.002544
11.500008 -0.005610 0.004459 0.001826
11.600008 -0.005164 0.004641 0.001151
11.700008 -0.004700 0.004756 0.000523
11.800009 -0.004224 0.004809 -0.000056
11.900009 -0.003744 0.004803 -0.000584
12.000010 -0.003263 0.004745 -0.001059
12.100010 -0.002789 0.004639 -0.001481
12.200010 -0.002325 0.004491 -0.001850
12.300011 -0.001876 0.004306 -0.002166
12.400011 -0.001445 0.004089 -0.002430
12.500011 -0.001036 0.003846 -0.002644
12.600012 -0.000652 0.003582 -0.002810
12.700012 -0.000294 0.003301 -0.002930
12.800013 0.000036 0.003008 -0.003007
12.900013 0.000337 0.002707 -0.003044
13.000013 0.000608 0.002403 -0.003044
13.100014 0.000848 0.002098 -0.003011
13.200014 0.001058 0.001797 -0.002946
13.300014 0.001238 0.001503 -0.002855
13.400015 0.001388 0.001217 -0.002740
13.500015 0.001510 0.000943 -0.002605
13.600016 0.001604 0.000682 -0.002453
13.700016 0.001672 0.000437 -0.002286
13.800016 0.001716 0.000209 -0.002109
13.900017 0.001737 -0.000002 -0.001924
14.000017 0.001737 -0.000195 -0.001734
14.100018 0.001717 -0.000368 -0.001542
14.200018 0.001680 -0.000522 -0.001349
14.300018 0.001628 -0.000657 -0.001158
14.400019 0.001562 -0.000773 -0.000971
14.500019 0.001485 -0.000870 -0.000789
14.600019 0.001398 -0.000949 -0.000615
14.700020 0.001303 -0.001011 -0.000449
14.800020 0.001202 -0.001055 -0.000292
14.900021 0.001096 -0.001085 -0.000147
15.000021 0.000988 -0.001099 -0.000012
15.100021 0.000878 -0.001101 0.000111
15.200022 0.000768 -0.001089 0.000222
15.300022 0.000659 -0.001067 0.000321
15.400023 0.000552 -0.001035 0.000408
15.500023 0.000449 -0.000994 0.000483
15.600023 0.000349 -0.000946 0.000545
15.700024 0.000255 -0.000891 0.000596
15.800024 0.000166 -0.000832 0.000637
15.900024 0.000083 -0.000768 0.000666
16.000025 0.000006 -0.000701 0.000686
16.100025 -0.000064 -0.000633 0.000696
16.200026 -0.000128 -0.000563 0.000697
16.300026 -0.000184 -0.000494 0.000691
16.400026 -0.000233 -0.000424 0.000678
16.500027 -0.000276 -0.000357 0.000658
16.600027 -0.000312 -0.000291 0.000633
16.700027 -0.000341 -0.000228 0.000602
16.800028 -0.000363 -0.000167 0.000568
16.900028 -0.000380 -0.000111 0.000531
17.000029 -0.000391 -0.000058 0.000491
17.100029 -0.000397 -0.000008 0.000449
17.200029 -0.000398 0.000036 0.000405
17.300030 -0.000394 0.000077 0.000361
17.400030 -0.000386 0.000113 0.000317
17.500031 -0.000375 0.000145 0.000273
17.600031 -0.000361 0.000172 0.000230
17.700031 -0.000343 0.000195 0.000189
17.800032 -0.000324 0.000214 0.000148
17.900032 -0.000303 0.000229 0.000110
18.000032 -0.000280 0.000240 0.000074
18.100033 -0.000256 0.000247 0.000040
18.200033 -0.000231 0.000251 0.000008
18.300034 -0.000206 0.000252 -0.000020
18.400034 -0.000181 0.000250 -0.000046
18.500034 -0.000156 0.000245 -0.000069
18.600035 -0.000131 0.000238 -0.000090
18.700035 -0.000107 0.000229 -0.000107
18.800035 -0.000084 0.000219 -0.000122
18.900036 -0.000062 0.000207 -0.000134
19.000036 -0.000042 0.000193 -0.000144
19.100037 -0.000022 0.000179 -0.000151
19.200037 -0.000005 0.000164 -0.000156
19.300037 0.000012 0.000148 -0.000159
19.400038 0.000027 0.000132 -0.000160
19.500038 0.000040 0.000116 -0.000159
19.600039 0.000051 0.000100 -0.000156
19.700039 0.000061 0.000085 -0.000152
19.800039 0.000070 0.000069 -0.000146
19.900040 0.000077 0.000055 -0.000139
